Location,Plug,Point_ID,Population,Plot,Point ID,Plot_Point,δ13CVPDB (‰),Total C (µg),Sample Weight (mg) from Sample List,Collection Date #1,Stem length (cm) #1,Filename of flower JPG #1,Flower Diameter #1 (cm),Collection Date #2,Stem length (cm) #2,Filename of flower JPG #2,Flower Diameter #2 (cm),Collection Date #3,Stem length (cm) #3,Filename of flower JPG #3,Flower Diameter #3 (cm),Date of sowing,Date of Germination,Date of First Flower,Date of First Fruit Collection,Date of Last Fruit Collection,Date of first (closed) fruit collection from envelope,Date of first (dehisced) fruit collection from envelope,Days from sowing to germination,Days from germination to flowering,Days from sowing to flowering,Days from Sowing to First Fruit collection,Days from first flower to first fruit,Total number of closed fruits collected (lifetime),Total number of filled seeds in all closed fruits,Mean seeds per closed fruit,Total number of dehisced fruits,Total number of all fruits,Above-ground Skeleton Biomass (g),,Notes
1.14.4,45A,BO_060,BO,60,P7,BO_060_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.4,45E,BO_060,BO,60,P8,BO_060_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.4,45I,BO_060,BO,60,P9,BO_060_P9,-30.3306,575.6778,1.8,4/30/19,8.8,IMG_4470,1.65,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,3,6,2,NA,3,0.016,,
1.14.6,5A,BO_061,BO,61,P1,BO_061_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.6,5E,BO_061,BO,61,P2,BO_061_P2,-29.7721,599.9979,1.5,4/16/19,6.5,IMG-4188,2.58,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/28/19,5/28/19,5/27/19,NA,27,98,125,168,43,1,4,4,NA,1,0.0383,,
1.14.6,5I,BO_061,BO,61,P3,BO_061_P3,-30.9965,288.8906,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/11/19,6/24/19,6/10/19,NA,27,112,139,182,43,1,2,2,NA,1,0.0162,,
1.14.6,25A,BO_061,BO,61,P4,BO_061_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.6,25E,BO_061,BO,61,P5,BO_061_P5,-30.5122,1056.9432,3.1,4/16/19,4,IMG-4189,2.89,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,27,98,125,153,28,2,0,0,NA,2,0.0252,,
1.14.6,25I,BO_061,BO,61,P6,BO_061_P6,-30.2454,433.4159,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/28/19,5/28/19,5/27/19,NA,27,105,132,168,36,1,2,2,NA,1,0.0085,,
1.14.6,45A,BO_061,BO,61,P7,BO_061_P7,-29.657,560.9769,1.9,4/30/19,11.5,IMG_4471,1.98,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,6/3/19,5/13/19,NA,27,112,139,153,14,4,7,1.75,NA,4,0.0219,,
1.14.6,45E,BO_061,BO,61,P8,BO_061_P8,-29.7777,398.7758,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/13/19,5/28/19,5/13/19,NA,27,105,132,153,21,2,1,0.5,NA,2,NA,,
1.14.6,45I,BO_061,BO,61,P9,BO_061_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,5A,BO_062,BO,62,P1,BO_062_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,5E,BO_062,BO,62,P2,BO_062_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,5I,BO_062,BO,62,P3,BO_062_P3,-30.5815,1013.326,3.4,5/7/19,10.4,IMG_4533,1.97,5/7/19,10,IMG_4534,2.15,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,6/3/19,6/24/19,6/4/19,6/10/19,27,112,139,174,35,4,10,2.5,1,5,0.0706,,
1.14.8,25A,BO_062,BO,62,P4,BO_062_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,25E,BO_062,BO,62,P5,BO_062_P5,-29.0469,537.9235,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/29/19,5/13/19,6/11/19,5/13/19,NA,34,105,139,153,14,2,7,3.5,NA,2,0.0275,,
1.14.8,25I,BO_062,BO,62,P6,BO_062_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,45A,BO_062,BO,62,P7,BO_062_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,45E,BO_062,BO,62,P8,BO_062_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1.14.8,45I,BO_062,BO,62,P9,BO_062_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.0,5A,BO_063,BO,63,P1,BO_063_P1,-31.3098,645.3023,2.2,4/15/19,5.5,IMG-4123,2.67,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/3/19,6/3/19,NA,6/4/19,27,98,125,174,49,NA,NA,NA,1,1,0.0183,,
2.1.0,5E,BO_063,BO,63,P2,BO_063_P2,-30.4766,476.504,1.3,4/29/19,11.5,IMG_4417,1.5,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/28/19,5/28/19,5/27/19,NA,27,112,139,168,29,1,2,2,NA,1,0.0278,,
2.1.0,5I,BO_063,BO,63,P3,BO_063_P3,-29.1984,632.134,1.7,4/15/19,5.7,IMG-4125,2.26,4/23/19,10,IMG_4363,1.3,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,5/7/19,NA,27,98,125,146,21,3,3,1,NA,3,0.0463,,petals folded inward; corolla diameter underestimated
2.1.0,25A,BO_063,BO,63,P4,BO_063_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.0,25E,BO_063,BO,63,P5,BO_063_P5,-31.7351,710.9515,2.1,4/15/19,8,IMG-4126,2.43,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,6/3/19,6/3/19,NA,6/4/19,27,98,125,174,49,NA,NA,NA,1,1,0.0363,,
2.1.0,25I,BO_063,BO,63,P6,BO_063_P6,-31.6729,497.0848,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,0.0113,,
2.1.0,45A,BO_063,BO,63,P7,BO_063_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.0,45E,BO_063,BO,63,P8,BO_063_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.0,45I,BO_063,BO,63,P9,BO_063_P9,NA,NA,NA,4/15/19,10.2,IMG-4127,2.18,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/15/19,NA,NA,NA,NA,34,91,125,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,5A,BO_064,BO,64,P1,BO_064_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,5E,BO_064,BO,64,P2,BO_064_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,5I,BO_064,BO,64,P3,BO_064_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,25A,BO_064,BO,64,P4,BO_064_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,25E,BO_064,BO,64,P5,BO_064_P5,-29.8645,561.9095,1.7,4/15/19,4.9,IMG-4128,2.58,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/6/19,5/28/19,5/7/19,5/21/19,27,91,118,146,28,2,7,3.5,1,3,0.0409,,
2.1.2,25I,BO_064,BO,64,P6,BO_064_P6,NA,NA,NA,4/23/19,10.5,IMG_4364,1.66,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,5/6/19,5/6/19,5/7/19,NA,27,105,132,146,14,1,2,2,NA,1,NA,,
2.1.2,45A,BO_064,BO,64,P7,BO_064_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.2,45E,BO_064,BO,64,P8,BO_064_P8,-30.6265,864.81,2.6,4/15/19,5.8,IMG-4129,2.28,4/15/19,8.5,IMG-4130,2.44,NA,NA,NA,NA,12/11/18,1/7/19,4/8/19,5/20/19,5/28/19,5/21/19,NA,27,91,118,160,42,3,6,2,NA,3,0.0353,,
2.1.2,45I,BO_064,BO,64,P9,BO_064_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,5A,BO_065,BO,65,P1,BO_065_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,5E,BO_065,BO,65,P2,BO_065_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,5I,BO_065,BO,65,P3,BO_065_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,25A,BO_065,BO,65,P4,BO_065_P4,-31.4452,212.4217,0.7,4/15/19,7,IMG-4131,2.01,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,0.0121,,
2.1.4,25E,BO_065,BO,65,P5,BO_065_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,25I,BO_065,BO,65,P6,BO_065_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,45A,BO_065,BO,65,P7,BO_065_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,45E,BO_065,BO,65,P8,BO_065_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.4,45I,BO_065,BO,65,P9,BO_065_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,5A,BO_066,BO,66,P1,BO_066_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,5E,BO_066,BO,66,P2,BO_066_P2,NA,NA,NA,4/15/19,5.2,IMG-4132,2.01,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,NA,27,98,125,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,5I,BO_066,BO,66,P3,BO_066_P3,NA,NA,NA,4/29/19,3,IMG_4419,0.89,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,NA,NA,NA,NA,27,112,139,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,25A,BO_066,BO,66,P4,BO_066_P4,-30.0666,607.0254,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,5/7/19,NA,27,NA,NA,NA,NA,1,2,2,NA,1,0.021,,
2.1.6,25E,BO_066,BO,66,P5,BO_066_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,25I,BO_066,BO,66,P6,BO_066_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,45A,BO_066,BO,66,P7,BO_066_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,45E,BO_066,BO,66,P8,BO_066_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.6,45I,BO_066,BO,66,P9,BO_066_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,5A,BO_067,BO,67,P1,BO_067_P1,-30.1769,381.8497,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/13/19,5/13/19,5/13/19,NA,27,112,139,153,14,1,0,0,NA,1,0.0099,,
2.1.8,5E,BO_067,BO,67,P2,BO_067_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,5I,BO_067,BO,67,P3,BO_067_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,25A,BO_067,BO,67,P4,BO_067_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,25E,BO_067,BO,67,P5,BO_067_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,NA,NA,NA,NA,27,105,132,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,25I,BO_067,BO,67,P6,BO_067_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,45A,BO_067,BO,67,P7,BO_067_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.8,45E,BO_067,BO,67,P8,BO_067_P8,-30.5228,666.7408,2.2,4/15/19,3.6,IMG-4133,2.43,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/6/19,5/6/19,5/7/19,5/13/19,27,98,125,146,21,1,2,2,1,2,0.0134,,
2.1.8,45I,BO_067,BO,67,P9,BO_067_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.10,5A,BO_068,BO,68,P1,BO_068_P1,-31.3232,453.4362,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/22/19,4/29/19,4/29/19,4/29/19,NA,27,105,132,139,7,1,2,2,NA,1,0.0054,,
2.1.10,5E,BO_068,BO,68,P2,BO_068_P2,-30.3088,602.3398,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,,
2.1.10,5I,BO_068,BO,68,P3,BO_068_P3,-30.9484,773.7234,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,,
2.1.10,25A,BO_068,BO,68,P4,BO_068_P4,-30.7227,267.6675,0.9,4/15/19,2.7,IMG-4134,2.62,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,NA,NA,NA,5/7/19,27,98,125,NA,NA,NA,NA,NA,1,1,0.0062,,
2.1.10,25E,BO_068,BO,68,P5,BO_068_P5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.10,25I,BO_068,BO,68,P6,BO_068_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.10,45A,BO_068,BO,68,P7,BO_068_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.10,45E,BO_068,BO,68,P8,BO_068_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,5/7/19,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,NA,,
2.1.10,45I,BO_068,BO,68,P9,BO_068_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,5A,BO_069,BO,69,P1,BO_069_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,5E,BO_069,BO,69,P2,BO_069_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,5I,BO_069,BO,69,P3,BO_069_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,25A,BO_069,BO,69,P4,BO_069_P4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,25E,BO_069,BO,69,P5,BO_069_P5,-29.2328,737.531,2.2,4/15/19,5,IMG-4135,2.37,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,4/15/19,5/6/19,5/6/19,5/7/19,NA,34,91,125,146,21,1,0,0,NA,1,0.0122,,
2.1.12,25I,BO_069,BO,69,P6,BO_069_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,45A,BO_069,BO,69,P7,BO_069_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,45E,BO_069,BO,69,P8,BO_069_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.12,45I,BO_069,BO,69,P9,BO_069_P9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,5A,BO_070,BO,70,P1,BO_070_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,5E,BO_070,BO,70,P2,BO_070_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,5I,BO_070,BO,70,P3,BO_070_P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,25A,BO_070,BO,70,P4,BO_070_P4,-28.4931,1090.8893,3.5,4/15/19,4.8,IMG-4136,2.75,4/23/19,5,IMG_4366,2.94,4/23/19,5,IMG_4367,2.86,12/11/18,1/7/19,4/15/19,5/20/19,5/28/19,5/13/19,NA,27,98,125,160,35,4,12,3,NA,4,0.113,,
2.1.14,25E,BO_070,BO,70,P5,BO_070_P5,-29.1275,811.7138,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,4/29/19,5/6/19,5/6/19,5/7/19,NA,27,112,139,146,7,1,0,0,NA,1,0.0594,,
2.1.14,25I,BO_070,BO,70,P6,BO_070_P6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/14/19,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,45A,BO_070,BO,70,P7,BO_070_P7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,45E,BO_070,BO,70,P8,BO_070_P8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/21/19,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.14,45I,BO_070,BO,70,P9,BO_070_P9,-29.9531,948.7932,2.8,4/15/19,6.5,IMG-4137,2.34,4/23/19,6,IMG_4368,2,NA,NA,NA,NA,12/11/18,1/7/19,4/15/19,5/13/19,5/13/19,5/13/19,NA,27,98,125,153,28,2,11,5.5,NA,2,0.0246,,
2.1.16,5A,BO_071,BO,71,P1,BO_071_P1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2.1.16,5E,BO_071,BO,71,P2,BO_071_P2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/18,1/7/19,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
